"platName","compname","avg_revenue","投资期限","注册资金","自动投标","债权转让","资金托管","投标保障","保障模式","担保机构","业务类型","xingzhi","考察报告","risk_capital","user_capital","if_tuoguan","platId","allPlatPin","problem_time","online_tine","re_capital","origin","待收金额","涉及人数","event"
"爱互融","ahr","16.4%","1月标(40.0%)、3月标(40.0%)等","350万元","不支持",NA,"用户资金托管托管机构为易宝支付、风险准备金托管托管机构为易宝支付","风险准备金+本息保障","平台垫付",NA,"个人信用贷(99%)","民营系",NA,"易宝支付","易宝支付",1,1775,"aihurong",NA,NA,NA,NA,NA,NA,"1"
"爱健康金融","ajkjr",NA,"2月标(10.0%)、1月标(10.0%)","1000万元","支持","1个月","无托管","保本保息","非融资性担保公司",NA,NA,NA,NA,NA,NA,0,2152,"aijiankangjinrong",NA,NA,NA,NA,NA,NA,"1"
"爱口袋","akd","12%",NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,1061,"aikoudai","2016.01","2014.09","1000.00万元","山东","NA","NA","停业"
"爱利是","als","15%",NA,"10000万元","不支持","3个月","用户资金托管托管机构为新浪支付",NA,"融资性担保公司、保险公司",NA,NA,"民营系",NA,NA,"新浪支付",1,1639,"ailishi",NA,NA,NA,NA,NA,NA,"1"
"爱钱帮","aqb","10.87%","2月标(44.5%)、3月标(27.4%)等","1217万元","支持","1个月","用户资金托管托管机构为徽商银行","融资性担保公司","融资性担保公司",NA,"车贷(45%)、房贷(45%)、供应链(10%)","民营系",NA,NA,"徽商银行",1,610,"aiqianbang",NA,NA,NA,NA,NA,NA,"1"
"爱钱进","aqj","12.84%","6月标(90.3%)、4-6月标(5.6%)等","20000万元","支持","随时","无托管","本息保障计划","非融资性担保公司、风险准备金(15805万元)",NA,"个人信用贷(99%)","民营系",NA,NA,NA,0,689,"aiqianjin",NA,NA,NA,NA,NA,NA,"1"
"爱上贷","asd","18.52%","1月标(77.3%)、6月标(10.3%)等","1000万元","支持","不可转让","无托管","保本保息","平台垫付",NA,"个人信用贷(50%)、车贷(50%)","民营系",NA,NA,NA,0,1135,"aishangdai",NA,NA,NA,NA,NA,NA,"1"
"爱上理财","aslc","18.33%","4-6月标(30.9%)、3月标(29.2%)等","2000万元","支持","随时","无托管","100％本息保障","风险准备金、风险准备金(500万元)",NA,"车贷(75%)、房贷(25%)","民营系",NA,NA,NA,0,342,"aishanglicai",NA,NA,NA,NA,NA,NA,"1"
"爱投点","atd","18%","4-6月标(100.0%)","1000万元","不支持","随时","无托管","保本保息","平台垫付",NA,"车贷(30%)、房贷(30%)、供应链(40%)","民营系",NA,NA,NA,0,2038,"aitoudian",NA,NA,NA,NA,NA,NA,"1"
"爱投金融","atjr","19.2%","1月标(40.0%)、3月标(20.0%)","5000万元","不支持","不可转让","用户资金托管托管机构为新浪支付、用户资金存管托管机构为新浪支付","本金保障","小贷公司、融资租赁、P2P、风险准备金(3000万元)",NA,"个人信用贷(30%)、车贷(10%)、房贷(60%)","民营系",NA,NA,"新浪支付",1,346,"aitoujinrong",NA,NA,NA,NA,NA,NA,"1"
"爱投投","att","12%","1月标(80.0%)、2月标(20.0%)","1000万元","不支持","不可转让","无托管","会员100％保本保息","非融资性担保公司",NA,"车贷(20%)、房贷(10%)、供应链(70%)","民营系",NA,NA,NA,0,1637,"aitoutou",NA,NA,NA,NA,NA,NA,"1"
"爱投网","atw","18%","3月标(99.0%)、1月标(1.0%)","1200万元","支持","随时","无托管","本息全额保障","风险保障金、融资性担保公司担保","湖北帮农融资担保有限公司(承保10000万)",NA,"民营系",NA,NA,NA,0,493,"aitouwang","2015.09","2013.1","1200.00万元","河南","NA","NA","提现困难"
"爱投资","atz","11.82%","6月标(83.2%)、4-6月标(16.8%)","5000万元","不支持","1个月","无托管","本息担保","融资性担保公司","中源盛祥融资担保(承保50000万)、中桥融资担保(承保30000万)、中鸿基融资担保(承保30000万)、财富时代融资担保(承保30000万)、北京同益达融资担保(承保30000万)、金达融资担保(承保55000万)、中保财富融资担保(承保30000万)",NA,"民营系",NA,NA,NA,0,169,"aitouzi",NA,NA,NA,NA,NA,NA,"1"
"爱网贷","awd",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3273,"aiwangdai","2014.12","2013.1","1000.00万元","山东","4881.00万元","NA","提现困难"
"爱银承","ayc","13%","1月标(70.0%)、2月标(30.0%)","10000万元","不支持","不可转让","用户资金托管托管机构为环迅支付","银行承兑汇票抵押，保本保息","金融服务平台",NA,NA,NA,NA,NA,"环迅支付",1,2024,"aiyincheng",NA,NA,NA,NA,NA,NA,"1"
"爱银网","ayw","18%",NA,"5000万元","不支持","不可转让","无托管","保本保息","融资性担保公司、平台垫付",NA,"个人信用贷(20%)、车贷(50%)、房贷(30%)","民营系",NA,NA,NA,0,3597,"aiyinwang",NA,NA,NA,NA,NA,NA,"1"
"爱优益","ayy",NA,NA,"2000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,4259,"aiyouyi","2016.03","2015.07","6000.00万元","江苏","NA","NA","跑路"
"爱增宝","azb","18%","1月标(65.0%)、2月标(30.0%)等","5000万元","不支持","随时","用户资金托管托管机构为易宝www.yeepay.com、风险准备金托管托管机构为招商银行股份有限公司","保本保息",NA,NA,NA,"民营系",NA,"招商银行股份有限公司","易宝www.yeepay.com",1,1735,"aizengbao","2015.04","2014.06","5000.00万元","上海","NA","NA","跑路"
"安贷宝","adb","18.37%","1月标(49.4%)、3月标(44.4%)等","1000万元","支持","不可转让","无托管",NA,"平台垫付、风险准备金(200万元)",NA,"车贷(90%)","民营系",NA,NA,NA,0,1264,"andaibao",NA,NA,NA,NA,NA,NA,"1"
"安贷创投","adct",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3017,"andaichuangtou","2015.03","2015.03","1000.00万元","浙江","NA","NA","跑路"
"安付贷","afd","12%","1月标(100.0%)","1200万元","支持","不可转让","无托管","保本保息","平台垫付",NA,"车贷(100%)",NA,NA,NA,NA,0,1816,"anfudai",NA,NA,NA,NA,NA,NA,"1"
"安广融合","agrh",NA,"天标(95.0%)、1月标(4.6%)","6800万元","不支持",NA,"用户资金托管托管机构为丰付支付","银行承质押担保，相关票据在银行办理托管、托收手续","网络信贷信息中介机构",NA,"票据(100%)","民营系",NA,NA,"丰付支付",1,3932,"anguangronghe",NA,NA,NA,NA,NA,NA,"1"
"安凰贷","ahd",NA,NA,"5000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3033,"anhuangdai","2015.02","2014.08","5000.00万元","安徽","NA","NA","跑路"
"安家贷","ajd","8.5%","3月标(50.0%)、1月标(30.0%)等","12000万元","不支持","1个月","用户资金托管托管机构为易宝支付","风险准备金制度","风险准备金(2250万元)",NA,"个人信用贷(100%)","上市公司系",NA,NA,"易宝支付",1,3170,"anjiadai",NA,NA,NA,NA,NA,NA,"1"
"安捷财富","ajcf","16.71%","6月标(37.4%)、4-6月标(28.2%)等","20000万元","不支持","不可转让","用户资金托管托管机构为汇付天下","本息有保障","平台垫付、保险公司","安徽嘉仕顿酒店管理有限公司和安徽嘉仕顿物业服务有限公司(承保50000万)","车贷(20%)、房贷(80%)","民营系",NA,NA,"汇付天下",1,900,"anjiecaifu",NA,NA,NA,NA,NA,NA,"1"
"安客创投","akct",NA,NA,"50万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,362,"ankechuangtou","2013.11","2013.09","NA","江苏","NA","NA","提现困难"
"安农e商","anes",NA,NA,"600万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3024,"annongeshang","2015.03","2014.06","600.00万元","浙江","NA","NA","提现困难"
"安农商贷","ansd",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2623,"annongshangdai","2015.06","2014.06","600.00万元","浙江","NA","NA","跑路"
"安平贷","apd","15%","1月标(78.0%)、天标(22.0%)","5000万元","不支持","2个月","用户资金托管托管机构为双乾","VIP保本保息","平台垫付",NA,"个人信用贷(99%)、车贷(1%)","民营系",NA,NA,"双乾",1,1557,"anpingdai",NA,NA,NA,NA,NA,NA,"1"
"安琪贷","aqd",NA,NA,"500万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2599,"anqidai","2015.06","2014.05","500.00万元","天津","NA","NA","跑路"
"安企金融","aqjr","15%",NA,"2336万元","支持","不可转让","无托管","1、收取借款方借款总额的5％作为风险保障金，设立风险保障金库；2、借款方逾期平台先行垫付。","融资性担保公司、风险准备金(100万元)",NA,"个人信用贷(10%)、房贷(90%)","民营系",NA,NA,NA,0,1127,"anqijinrong",NA,NA,NA,NA,NA,NA,"1"
"安全投","aqt","9%","2月标(50.0%)、1月标(50.0%)","1000万元","不支持",NA,"无托管","100％本息保障","非标金融资产质押",NA,"个人信用贷(12%)",NA,NA,NA,NA,0,1799,"anquantou",NA,NA,NA,NA,NA,NA,"1"
"安融网","arw1",NA,NA,"10000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2744,"anrongwang","2015.06","NA","10000.00万元","广东","NA","NA","跑路"
"安穗金融","asjr","19%","1月标(100.0%)","5000万元","不支持","随时","无托管","VIP保本保息","平台垫付",NA,"个人信用贷(40%)、车贷(30%)、房贷(30%)","民营系",NA,NA,NA,0,2170,"ansuijinrong","2016.01","2015.06","5000.00万元","安徽","NA","NA","跑路"
"安泰创投","atct",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2926,"antaichuangtou","2015.04","2013.07","1000.00万元","四川","NA","NA","提现困难"
"安泰卓越","atzy",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2291,"antaizhuoyue","2012年","NA","NA","北京","100.00万元","NA","跑路"
"安旺P2P","awpep",NA,NA,"11800万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3348,"anwangperp","2014.1","2014.1","11800.00万元","安徽","NA","NA","跑路"
"安心de利","axdl","9.56%","2月标(22.7%)、1月标(22.5%)等","5569万元","支持","1个月","用户资金托管托管机构为汇付天下",NA,"融资性担保公司",NA,"供应链(100%)","民营系",NA,NA,"汇付天下",1,891,"anxindeli",NA,NA,NA,NA,NA,NA,"1"
"安心贷","axd","11.25%","6月标(21.3%)、1月标(19.7%)等","1000万元","支持","1个月","用户资金托管托管机构为国付宝","用户资金托管、风险准备金","风险准备金(1713万元)",NA,"房贷(100%)","民营系",NA,NA,"国付宝",1,92,"anxindai",NA,NA,NA,NA,NA,NA,"1"
"安心金融","axjr","12%","2月标(50.0%)、3月标(25.0%)等","1000万元","支持",NA,"无托管","100％本息担保","小贷公司、融资性担保公司、平台垫付",NA,"个人信用贷(20%)、车贷(30%)、房贷(50%)","国资系",NA,NA,NA,0,1711,"anxinjinrong","2016.03","2014.12","1000.00万元","北京","NA","NA","停业"
"安心投","axt",NA,NA,"500万元","不支持","随时","用户资金托管托管机构为联动u势","保本保息","非融资性担保公司",NA,"房贷(60%)、银行过桥(40%)",NA,NA,NA,"联动u势",1,2671,"anxintou",NA,NA,NA,NA,NA,NA,"1"
"安鑫金融","axjr6","12%","1月标(80.0%)、2月标(20.0%)","5555万元","不支持","随时","无托管","保本保息","小贷公司",NA,"车贷(90%)、房贷(10%)","民营系",NA,NA,NA,0,2089,"anxinjinrong6","2016.03","2015.02","5555.00万元","陕西","NA","NA","跑路"
"安信网贷","axwd",NA,"1月标(40.0%)、2月标(30.0%)等","3000万元","不支持","不可转让","用户资金托管托管机构为乾多多","保本保收益，担保公司担保垫付","小贷公司、融资性担保公司",NA,NA,"民营系",NA,NA,"乾多多",1,2526,"anxinwangdai",NA,NA,NA,NA,NA,NA,"1"
"安星财富网","axcfw","16.63%","1月标(17.1%)、4-6月标(14.6%)等","10000万元","支持","不可转让","用户资金托管托管机构为富友金账户","VIP垫付本息，普通会员垫付本金","风险准备金(3000万元)",NA,NA,"民营系",NA,NA,"富友金账户",1,907,"anxingcaifuwang",NA,NA,NA,NA,NA,NA,"1"
"安宜贷","ayd","42%",NA,"1000万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,1064,"anyidai","2015.01","2014.06","1000.00万元","湖南","0.29万元","NA","提现困难"
"安宜贷","ayd","42%",NA,"1000万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,1064,"anyidai","2014.1","2014.05","NA","广东","NA","NA","停业"
"安宜投","ayt",NA,"2月标(50.0%)、1月标(20.0%)等","1000万元","不支持","随时","用户资金托管托管机构为汇付天下","担保公司提供100％本息保障","融资性担保公司",NA,"车贷(20%)、房贷(80%)","民营系","2015.8.27北京安宜投参观考察报告【盈灿咨询】2015-08-27",NA,"汇付天下",1,603,"anyitou",NA,NA,NA,NA,NA,NA,"1"
"安逸宝","ayb",NA,NA,"5000万元","不支持","不可转让","用户资金托管托管机构为汇付天下","本息保障","融资性担保公司",NA,"企业信用贷(83%)、车贷(2%)、房贷(5%)、供应链(10%)",NA,NA,NA,"汇付天下",1,4226,"anyibao",NA,NA,NA,NA,NA,NA,"1"
"安盈创富","aycf","12%","1月标(40.0%)、2月标(30.0%)等","1500万元","支持","3个月","用户资金托管托管机构为乾多多","保本保息","融资性担保公司",NA,NA,"民营系",NA,NA,"乾多多",1,1603,"anyingchuangfu",NA,NA,NA,NA,NA,NA,"1"
"安盈贷","ayd1","19%",NA,"1000万元","支持","随时","无托管","VIP保本保息、风险金第一时间垫付","融资性担保公司、风险准备金(500万元)",NA,"个人信用贷(70%)、车贷(20%)、银行过桥(10%)","民营系",NA,NA,NA,0,464,"anyingdai",NA,NA,NA,NA,NA,NA,"1"
"昂道招财猫","adzcm","12%","3月标(76.0%)、2月标(16.0%)等","1000万元","不支持","6个月","用户资金托管托管机构为网银在线","实物抵押，本息担保，收益权回购","融资性担保公司、收益权回购",NA,NA,NA,NA,NA,"网银在线",1,2107,"angdaozhaocaimao",NA,NA,NA,NA,NA,NA,"1"
"奥科创投","akct6","12%","1月标(50.0%)、2月标(20.0%)等","100万元","支持","随时","无托管","VIP保本保息","小贷公司、非融资性担保公司、平台垫付",NA,"车贷(50%)、房贷(50%)","民营系",NA,NA,NA,0,2183,"aokechuangtou","2016.01","2015.07","100.00万元","山东","NA","NA","停业"
"八戒宝","bjb","8.8%","1月标(60.0%)、2月标(10.0%)等","5000万元","不支持","随时","用户资金托管托管机构为第三方平台、风险准备金托管托管机构为合作机构","本息保障","小贷公司、融资性担保公司、风险准备金(2000万元)",NA,"个人信用贷(80%)、车贷(5%)、房贷(15%)","民营系",NA,"合作机构","第三方平台",1,1769,"bajiebao","2016.05","2014.12","5000.00万元","北京","NA","NA","提现困难"
"八陆融通","blrt",NA,NA,"500万元","不支持","不可转让","用户资金托管",NA,NA,NA,NA,"民营系",NA,NA,"有",1,473,"balurongtong","2015.03","2014.01","500.00万元","四川","NA","NA","停业"
"八融宝","brb","12%","3月标(30.0%)、1月标(20.0%)等","5000万元","不支持",NA,"用户资金托管托管机构为富友集团","保本保息","非融资性担保公司、风险准备金(50万元)",NA,"个人信用贷(20%)、车贷(40%)、房贷(40%)",NA,NA,NA,"富友集团",1,4135,"barongbao",NA,NA,NA,NA,NA,NA,"1"
"巴菲贷","bfd","21.4%",NA,"500万元","不支持","不可转让","无托管","24小时内本息保障",NA,"江西金达担保股份有限公司(承保5000万)",NA,"民营系",NA,NA,NA,0,607,"bafeidai",NA,NA,NA,NA,NA,NA,"1"
"白银巷子","byxz","11.8%","1月标(35.0%)、2月标(33.0%)等","1000万元",NA,NA,"用户资金托管托管机构为易宝支付",NA,NA,NA,"车贷(15%)、房贷(85%)",NA,NA,NA,"易宝支付",1,3972,"baiyinxiangzi",NA,NA,NA,NA,NA,NA,"1"
"百e贷","bed",NA,NA,"5200万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2652,"baiedai","2015.06","2014.05","5200.00万元","甘肃","NA","NA","跑路"
"百财车贷","bccd",NA,"1月标(71.0%)、3月标(19.0%)等","117万元","支持","不可转让","用户资金托管托管机构为新浪支付","风险保障金","风险准备金(179万元)",NA,"车贷(100%)","民营系",NA,NA,"新浪支付",1,3576,"baicaichedai",NA,NA,NA,NA,NA,NA,"1"
"百川创投","bcct","20.8%","1月标(72.0%)、2月标(20.0%)等","5000万元","不支持","不可转让","无托管","800万风险备用VIP保本保息","小贷公司、平台垫付、风险准备金(800万元)",NA,"车贷(50%)、房贷(50%)","民营系",NA,NA,NA,0,1766,"baichuanchuangtou","2016.05","2015.03","5000.00万元","山东","NA","NA","跑路"
"百达金融","bdjr","10.4%","2月标(50.0%)、3月标(30.0%)等","5000万元","不支持","1个月","用户资金托管托管机构为汇付天下有限公司、风险准备金托管托管机构为汇付天下有限公司",NA,"融资性担保公司",NA,NA,"民营系",NA,"汇付天下有限公司","汇付天下有限公司",1,1988,"baidajinrong",NA,NA,NA,NA,NA,NA,"1"
"百合贷","bhd","15%",NA,"5000万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,938,"baihedai",NA,NA,NA,NA,NA,NA,"1"
"百泓财富","bhcf1",NA,NA,"5000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2769,"baihongcaifu","2015.06","2015.05","5000.00万元","北京","NA","NA","跑路"
"百金贷","bjd","11.83%","1月标(51.5%)、2月标(26.7%)等","5000万元","支持","随时","无托管","本息保障和风险保障金","平台垫付",NA,"个人信用贷(30%)、车贷(70%)","民营系",NA,NA,NA,0,1527,"baijindai",NA,NA,NA,NA,NA,NA,"1"
"百凯祺投资","bkqtz","30%",NA,"2000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,1108,"baikaiqitouzi",NA,NA,NA,NA,NA,NA,"1"
"百利财富","blcf","30%",NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,820,"bailicaifu","2015.05","2014.08","1000.00万元","福建","NA","NA","跑路"
"百利市","bls","8.01%","1月标(43.1%)、2月标(30.8%)等","3000万元","支持","随时","用户资金托管托管机构为新浪支付","本息保障","小贷公司","大连高新园区后英科技小额贷款有限公司(承保5000万)","供应链(99%)",NA,NA,NA,"新浪支付",1,1946,"bailishi",NA,NA,NA,NA,NA,NA,"1"
"百年贷","bnd","15%","2月标(60.0%)、3月标(30.0%)等","1000万元","支持","不可转让","用户资金托管托管机构为易宝支付、风险准备金托管托管机构为农业银行","100％本息保障","平台垫付、风险准备金(1000万元)",NA,"个人信用贷(30%)、车贷(40%)、房贷(30%)","民营系",NA,"农业银行","易宝支付",1,1186,"bainiandai",NA,NA,NA,NA,NA,NA,"1"
"百强贷","bqd2",NA,"2月标(10.0%)、1月标(10.0%)等","10000万元","不支持","不可转让","用户资金托管托管机构为易宝支付、用户资金存管托管机构为易宝支付托管","资金托管，所有项目实物质抵押","实物质抵押",NA,"车贷(50%)、房贷(50%)","民营系",NA,NA,"易宝支付",1,2249,"baiqiangdai",NA,NA,NA,NA,NA,NA,"1"
